Country,AQ,CSEQ,CSTORE,REC,WQ,WA,LIVE,CROP,Dev,avg_gini9505,avg_gini8595,Data.Quality,HDI,Per.Capita.GDP,Region,Income.Group,gini_change,Approximate.year_90,Survey.year_90,Survey.type_90,Palma.ratio_90,Share.of.richest.10._90,Share.of.poorest.40._90,Share.of..middle..50._90,Gini.index_90,Approximate.year_2012,Survey.year_2012,Survey.type_2012,Palma.ratio_2012,Share.of.richest.10._2012,Share.of.poorest.40._2012,Share.of..middle..50._2012,Gini.index_2012,palma_change,total_EF9505,crop_EF9505,grazing_EF9505,forest_EF9505,fishing_EF9505,carbon_EF9505,total_EF8595,crop_EF8595,grazing_EF8595,forest_EF8595,fishing_EF8595,carbon_EF8595,total_EF0515,crop_EF0515,grazing_EF0515,forest_EF0515,fishing_EF0515,carbon_EF0515,EFExportsPerCap_total_EF9505,EFExportsPerCap_crop_EF9505,EFExportsPerCap_grazing_EF9505,EFExportsPerCap_forest_EF9505,EFExportsPerCap_fishing_EF9505,EFExportsPerCap_carbon_EF9505,EFImportsPerCap_total_EF9505,EFImportsPerCap_crop_EF9505,EFImportsPerCap_grazing_EF9505,EFImportsPerCap_forest_EF9505,EFImportsPerCap_fishing_EF9505,EFImportsPerCap_carbon_EF9505,EFExportsPerCap_total_EF8595,EFExportsPerCap_crop_EF8595,EFExportsPerCap_grazing_EF8595,EFExportsPerCap_forest_EF8595,EFExportsPerCap_fishing_EF8595,EFExportsPerCap_carbon_EF8595,EFImportsPerCap_total_EF8595,EFImportsPerCap_crop_EF8595,EFImportsPerCap_grazing_EF8595,EFImportsPerCap_forest_EF8595,EFImportsPerCap_fishing_EF8595,EFImportsPerCap_carbon_EF8595,EFExportsPerCap_total_EF0515,EFExportsPerCap_crop_EF0515,EFExportsPerCap_grazing_EF0515,EFExportsPerCap_forest_EF0515,EFExportsPerCap_fishing_EF0515,EFExportsPerCap_carbon_EF0515,EFImportsPerCap_total_EF0515,EFImportsPerCap_crop_EF0515,EFImportsPerCap_grazing_EF0515,EFImportsPerCap_forest_EF0515,EFImportsPerCap_fishing_EF0515,EFImportsPerCap_carbon_EF0515,EF_change05.95,EF_change95.85,EF_cropchange05.95,EF_cropchange95.85,EF_grazingchange05.95,EF_grazingchange95.85,EF_forestchange05.95,EF_forestchange95.85,EF_fishingchange05.95,EF_fishingchange95.85,EF_carbonchange05.95,EF_carbonchange95.85,ImpExp_EFratio0515,ImpExp_EFratio8595,ImpExp_EFratio9505
Indonesia,0.0127267,133.642,358.137,13.4128,0.0133083,119.371,4.88033,2.681185,Rest of World,35.00090553,33.91444486,6,0.678033,3688.53,Asia-Pacific,LM,1.086460669,1990,1990,C,1.09348693,24.68,22.57,52.74,29.19,2012,2010,C,1.48628692,28.18,18.96,52.86,35.57,0.39279999,0.254803211,0.061144217,0.004649055,0.05244492,0.014847732,0.121717282,0.143875226,0.035405482,0.001309744,0.028769995,0.008029807,0.070360194,0.377498335,0.089421123,0.008360218,0.059746,0.024502573,0.195468421,0.298958737,0.059562533,0.000110176,0.087623719,0.025956355,0.125705944,0.210647684,0.0627259,0.009187934,0.01726612,0.003739109,0.11772862,0.159468349,0.034240633,2.71E-05,0.04673056,0.012724244,0.065745851,0.128282103,0.03657033,0.002592435,0.010809431,0.00333537,0.074974537,0.43824848,0.099998866,0.000179509,0.096991085,0.041869961,0.199209059,0.31674819,0.07884338,0.016540927,0.022500915,0.007135185,0.191727783,0.122695124,0.110927984,0.028276907,0.025738735,0.003711163,0.003339312,0.00730108,0.023674924,0.009654841,0.006817925,0.073751139,0.051357088,0.722759357,0.80443614,0.704604541
Ireland,0.0136207,240.657,275.621,16.1281,0.00303648,62.4461,70.6167,0.502826,Most Developed,31.7514368,33.39230384,5,0.909851,52853.6,EU-27,HI,-1.64086704,1990,2004,I,1.341721188,26.66,19.87,53.45,33.72,2012,2012,I,1.253680079,25.55,20.38,54.05,32.52,-0.088041109,4.824200494,0.835934649,0.409590811,0.41162288,0.285812408,2.881239746,4.397609531,1.440353635,0.519005734,0.265343532,0.281180612,1.891726018,4.959272695,0.816562652,0.444376208,0.395413289,0.226850817,3.076069729,4.947179536,0.7512175,0.623596883,0.295157989,0.468813342,2.808393822,4.701221452,0.920651798,0.195584738,0.52808777,0.102811475,2.954085671,4.384958042,1.204411169,0.823907737,0.14757667,0.464576389,1.744486077,4.41026102,1.6762961,0.214103731,0.383110395,0.097784835,2.038965959,4.829600568,0.728521536,0.597211203,0.342635464,0.314098825,2.84713354,5.088944822,0.904603768,0.291541212,0.448191114,0.139602809,3.305005918,0.135072201,0.426590963,-0.019371997,-0.604418985,0.034785397,-0.109414923,-0.016209591,0.146279347,-0.058961591,0.004631796,0.194829983,0.989513728,1.053698903,1.005770404,0.95028317
Israel,0.0102594,58.9943,59.9693,16.9427,0.00542272,626.077,17.1935,0.946373,Rest of World,34.79373955,31.71868535,6,0.89027,33718.9,Middle East/Central Asia,HI,3.075054197,1990,1992,I,1.464344039,26.9,18.37,54.74,35.5,2012,2010,I,2.197470134,31.27,14.23,54.5,42.78,0.733126095,2.054363613,0.469881443,0.110098921,0.197532287,0.035740843,1.241110119,2.013340848,0.467429324,0.105717158,0.164810056,0.04469102,1.23069329,2.270658797,0.424482318,0.120034988,0.221976082,0.037349147,1.466816264,1.086834099,0.073036986,0.000975133,0.012191154,0.002226855,0.998403971,3.021893126,0.8667259,0.21922271,0.382873419,0.069254831,1.483816267,1.106535936,0.130153333,0.010149266,0.011211185,0.004194406,0.950827748,2.920145759,0.804705315,0.20128505,0.318408927,0.085187635,1.510558833,1.249168576,0.068213101,0.001093178,0.026079355,0.004159465,1.149623477,3.292149019,0.780751534,0.238976798,0.417872808,0.070538828,1.78400905,0.216295185,0.041022765,-0.045399125,0.002452119,0.009936067,0.004381763,0.024443795,0.032722231,0.001608304,-0.008950177,0.225706145,0.010416829,2.635472172,2.638997671,2.780454836
Italy,0.0190038,233.251,100.421,15.9712,0.011612,191.444,19.4433,6.52401,Most Developed,33.72618513,31.99182947,6,0.871708,38412,EU-27,HI,1.734355656,1990,2004,I,1.38716465,26.37,19.01,54.61,34.53,2012,2012,I,1.420853593,26.3,18.51,55.19,35.16,0.033688943,2.530350969,0.41377287,0.252900091,0.346413693,0.056125441,1.461138874,1.960362407,0.361040309,0.27306495,0.239364335,0.042052767,1.044840045,2.733664557,0.442443615,0.1932174,0.371597668,0.065912334,1.660493541,1.527990266,0.224471753,0.02821838,0.127201469,0.015690782,1.132407883,3.532711672,0.603073986,0.477581803,0.565625918,0.0965601,1.789869866,1.044198813,0.166526038,0.020505893,0.070250432,0.012027063,0.774889387,2.876526001,0.555554581,0.525624008,0.408478238,0.072078472,1.314790703,1.769315404,0.253803941,0.025894187,0.16946167,0.017598625,1.302556982,3.69801371,0.631083289,0.360540613,0.573733666,0.114226043,2.018430099,0.203313588,0.569988563,0.028670745,0.05273256,-0.059682692,-0.020164859,0.025183975,0.107049358,0.009786893,0.014072674,0.199354667,0.416298829,2.090081679,2.754768503,2.311998807
Kazakhstan,0.00281375,-170.405,64.8956,14.2326,0.00106875,9.01583,1.55434,0.469213,Rest of World,32.3087258,26.18423881,3L,0.778122,11278,Middle East/Central Asia,UM,6.124486991,1990,1988,I,0.871215352,20.43,23.45,56.1,25.74,2012,2012,C,0.971416197,22.43,23.09,54.47,27.43,0.100200845,1.220977678,0.200111101,0.021758727,0.031654997,0.013348296,0.954104557,0.876457038,0.183875761,0.062546339,0.000470675,0.006522903,0.623041367,1.38415753,0.330870607,0.027752634,0.0567596,0.020812874,0.947961816,1.634574279,0.341726176,0.028661816,0.012051597,0.009670654,1.242464037,0.807381077,0.058496026,0.014855638,0.051258398,0.017025939,0.665745077,0.887099329,0.315355389,0.113339579,0.000643948,0.003838198,0.453922223,0.865814747,0.052396133,0.011753099,0.000297402,0.009207608,0.792160511,1.690038204,0.53833252,0.014298274,0.001341876,0.014699596,1.121365938,1.078276856,0.123408694,0.041206993,0.112177324,0.026926151,0.774557693,0.163179852,0.344520641,0.130759506,0.016235341,0.005993906,-0.040787612,0.025104603,0.031184323,0.007464578,0.006825393,-0.006142741,0.33106319,0.638019219,0.97600654,0.493939668
Kenya,0.00400665,-198.048,89.1867,15.5193,0.00563707,86.8528,14.3311,0.462217,Rest of World,45.72873539,48.35259177,5,0.539314,1062.11,Africa,LI,-2.623856382,1990,1992,C,4.734915925,47.87,10.11,42.02,57.46,2012,2005.38,C,2.912978245,38.83,13.33,47.83,48.51,-1.82193768,0.091304638,0.036473432,0.002169865,0.003174918,0.006790107,0.042696318,0.080877332,0.036126436,0.003745679,0.001561157,0.004870582,0.034573478,0.120126287,0.045777378,0.00191271,0.008056955,0.005240445,0.059138799,0.056365951,0.031657451,0.003986279,0.000996534,0.010356907,0.009368782,0.126243325,0.041289413,0.000353451,0.005353301,0.003223306,0.076023854,0.070762964,0.045587909,0.007183237,0.000320668,0.009001873,0.008669279,0.090991701,0.026664963,0.000308121,0.002801647,0.000739291,0.060477677,0.055453716,0.029411847,0.00328657,0.001436311,0.00574194,0.015577048,0.184798857,0.06214291,0.000538849,0.014677598,0.004738949,0.10270055,0.028821649,0.010427305,0.009303947,0.000346996,-0.000257155,-0.001575814,0.004882037,0.00161376,-0.001549662,0.001919525,0.016442481,0.00812284,3.33248823,1.28586617,2.239708948
Latvia,0.00895253,107.196,212.67,15.6082,0.002223,20.3758,9.59477,0.709995,Rest of World,33.60677256,24.58009874,5,0.812857,13732,EU-27,HI,9.026673821,1990,1988,I,0.738856016,18.73,25.35,55.9,22.49,2012,2012,I,1.43712898,26.63,18.53,54.84,35.48,0.698272964,2.451136966,0.189361297,0.0417041,1.199433968,0.15804937,0.862588231,0.97869124,0.100356235,0.040201857,0.382132984,0.081803583,0.374196582,4.299375166,0.780592895,0.052638408,1.50447996,0.217892323,1.743771581,3.179913313,0.143925431,0.003357225,2.094315552,0.200038131,0.738276975,1.722360619,0.234797163,0.080050975,0.304552385,0.11606061,0.986899487,1.275426658,0.112548468,0.019192543,0.722094441,0.077468913,0.344122294,0.681955822,0.088164002,0.061211171,0.042171527,0.086138253,0.40427087,5.137745609,0.976015057,0.010429232,2.410229999,0.248507721,1.492563599,3.461004723,0.585170732,0.094847584,0.598729921,0.187276924,1.994979562,1.8482382,1.472445726,0.591231598,0.089005061,0.010934308,0.001502244,0.305045992,0.817300985,0.059842952,0.076245787,0.88118335,0.488391649,0.67364268,0.534688387,0.541637601
Lesotho,0.00538113,76.6208,91.8175,14.6232,0.0153562,63.846,29.5166,0.6752708,Least Developed,55.23665994,57.38113897,3B,0.484408,1338.42,Africa,LM,-2.144479024,1990,1994.45,C,8.336787565,48.27,5.79,45.95,63.24,2012,2010,C,4.245067497,40.88,9.63,49.49,54.18,-4.091720068,0.182624758,0.074528335,0.046314078,0,0.004933747,0.056848599,0.26441395,0.08851663,0.131486019,0.0058757,0.005565319,0.032970282,0.196415488,0.084751227,0.013943699,0.004531785,0.002058153,0.091130625,0.121880069,0.000726058,0.085411793,0,1.08E-05,0.035731387,0.243369446,0.148330612,0.007216362,0,0.009856662,0.07796581,0.285391997,0.005063217,0.242985688,0,2.99E-06,0.037340103,0.243435904,0.171970044,0.01998635,0.011751401,0.011127648,0.028600462,0.058394142,0.00029175,0.017904457,0.000183912,0.000207078,0.039806947,0.334436834,0.169210705,0.009982941,0.008879658,0.003909227,0.142454304,0.01379073,-0.081789193,0.010222892,-0.013988295,-0.032370379,-0.085171941,0.004531785,-0.0058757,-0.002875595,-0.000631572,0.034282027,0.023878317,5.727232638,0.852987843,1.996794453
Lithuania,0.00958711,95.7936,192.096,15.6771,0.00373637,38.4481,10.4946,3.32405,Rest of World,33.15245283,24.61747229,5,0.832975,14373.7,EU-27,UM,8.534980543,1990,1988,I,0.744213417,18.97,25.49,55.54,22.48,2012,2012,I,1.431466667,26.84,18.75,54.42,35.15,0.68725325,2.173738463,0.355936187,0.060135936,0.363582087,0.138512947,1.255571306,1.127754491,0.198160582,0.070763542,0.138776889,0.054109155,0.665944322,4.244188295,0.904390499,0.149816807,0.564205438,0.210020738,2.415754813,2.13250946,0.467129061,0.041094477,0.51414995,0.110607882,0.999528089,2.214967467,0.244743313,0.079177395,0.213014224,0.166418012,1.511614523,1.182890076,0.240759485,0.069194533,0.248636163,0.049701372,0.574598524,1.072618906,0.155561679,0.072332552,0.028917615,0.058516939,0.757290121,4.184392944,1.270273009,0.066643589,0.630288016,0.18109785,2.036090479,4.303983646,0.538507988,0.232990025,0.498122861,0.238943626,2.795419146,2.070449832,1.045983973,0.548454311,0.157775605,0.089680871,-0.010627606,0.200623351,0.224805198,0.071507791,0.084403792,1.160183507,0.589626984,1.02858018,0.906778176,1.038667124
Madagascar,0.00433489,379.951,131.871,15.1793,0.00747067,35.0321,9.85734,0.2674177,Least Developed,40.89850436,36.87255088,6,0.507135,456.327,Africa,LI,4.025953478,1990,1993.3,C,2.435239974,37.04,15.21,47.74,45.26,2012,2010,C,1.932400932,33.16,17.16,49.67,40.63,-0.502839042,0.049782345,0.018867571,0.001545443,0.002989104,0.006008606,0.020371623,0.052494454,0.025553694,0.004380471,0.000745654,0.003868086,0.017946553,0.061008607,0.020063357,0.001793701,0.002406706,0.006069312,0.030675532,0.040982431,0.017769568,0.002510512,0.004372462,0.005863736,0.010466152,0.05858226,0.019965574,0.000580373,0.001605745,0.006153475,0.030277093,0.059517287,0.036553823,0.007407791,0.000543492,0.004431029,0.010581159,0.045471622,0.014553564,0.001353151,0.000947817,0.003305142,0.025311948,0.041363285,0.016494035,0.002492507,0.001726873,0.005320735,0.015329135,0.080653928,0.023632678,0.001094894,0.003086538,0.006817889,0.046021929,0.011226261,-0.002712109,0.001195786,-0.006686123,0.000248258,-0.002835028,-0.000582398,0.002243449,6.07E-05,0.00214052,0.010303909,0.002425069,1.949891753,0.764006958,1.429448166
Malawi,0.00525974,90.9482,105.092,16.5459,0.00849615,104.88,5.19157,2.003828,Least Developed,43.35905445,57.15721827,5,0.432829,493.843,Africa,LI,-13.79816381,1990,1997.83,C,6.24898374,61.49,9.84,28.67,65.76,2012,2010.23,C,2.56352459,37.53,14.64,47.84,46.12,-3.68545915,0.05410864,0.025191233,0.000324279,0.001297735,0.000222621,0.027072767,0.057011723,0.02803251,0.000531378,0.001217601,0.000289197,0.026941043,0.073588269,0.031998553,0.000455735,0.003159344,0.000546924,0.037427712,0.043645328,0.029614017,9.95E-05,0.000500185,9.58E-06,0.013422003,0.064571952,0.02076845,0.000549022,0.002095284,0.000435666,0.04072353,0.044138655,0.030967432,0.000217631,0.000230837,2.43E-05,0.012698463,0.069884792,0.025097587,0.000845125,0.002204365,0.000554093,0.041183622,0.061392362,0.042951786,0.000157295,0.002734811,5.20E-06,0.015543271,0.085784176,0.02104532,0.000754175,0.003583877,0.00108865,0.059312153,0.019479629,-0.002903083,0.00680732,-0.002841277,0.000131456,-0.000207099,0.00186161,8.01E-05,0.000324303,-6.66E-05,0.010354945,0.000131724,1.397310238,1.58330136,1.479469952
Malaysia,0.0234106,37.8372,300.872,12.8747,0.0105603,81.4056,3.05187,2.494171,Rest of World,40.80399108,41.03647515,3B,0.77412,10252.6,Asia-Pacific,UM,-0.232484077,1990,1989,I,2.59700428,36.41,14.02,49.56,46.17,2012,2009,I,2.620454545,34.59,13.2,52.21,46.26,0.023450265,2.299202477,0.500887414,0.06410612,0.349906497,0.067030381,1.317272066,1.842394661,0.381568401,0.05894221,0.518801559,0.068008232,0.815074258,2.825005858,0.592466647,0.060447557,0.311276909,0.082962125,1.77785262,2.458743834,0.533827108,0.003538703,0.501667217,0.042907568,1.376803238,2.139661121,0.467947721,0.124673537,0.198145776,0.091153194,1.257740894,2.34530409,0.462672844,0.008554041,0.930785066,0.055310931,0.887981208,1.339485232,0.300463959,0.10933038,0.106818052,0.080705533,0.742167308,3.007267935,0.641465139,0.002133749,0.384727705,0.067788806,1.911152536,2.642743782,0.543468155,0.118761365,0.237826113,0.098135444,1.644552705,0.525803381,0.456807817,0.091579233,0.119319013,-0.003658563,0.005163909,-0.038629588,-0.168895062,0.015931744,-0.000977851,0.460580555,0.502197808,0.878785609,0.571134992,0.870225313
Mali,0.00104462,-104.906,39.6888,13.0783,0.0035976,30.9193,4.0271,0.2037961,Rest of World,38.92942747,38.70093229,6,0.414384,741.224,Africa,LI,0.228495186,1990,1994,C,3.214626391,40.44,12.58,46.98,50.44,2012,2009.89,C,1.280798005,25.68,20.05,54.28,33.04,-1.933828386,0.128511096,0.044171197,0.04313324,0.001095989,0.001429025,0.038681648,0.141504346,0.035875022,0.076742358,0.000360537,0.001152224,0.027374207,0.128507153,0.03506975,0.023968394,0.001304029,0.004750162,0.063414823,0.1600078,0.06058784,0.083662792,0.000427851,0.000260054,0.015069267,0.097014393,0.027754554,0.002603687,0.001764127,0.002597997,0.062294029,0.21433039,0.048652199,0.149538107,3.22E-05,0.000233018,0.015874881,0.068678303,0.023097846,0.003946609,0.000688887,0.00207143,0.038873533,0.104861668,0.034362547,0.045294285,0.000136147,0.000153491,0.024915208,0.152152638,0.035776952,0.002642503,0.002471912,0.009346833,0.101914438,-3.94E-06,-0.01299325,-0.009101447,0.008296174,-0.019164845,-0.033609119,0.00020804,0.000735452,0.003321137,0.000276801,0.024733175,0.011307441,1.450984343,0.320431942,0.606310398
Mauritania,0.000453491,-33.2716,20.8589,12.177,0.00132388,10.8968,1.44308,0.0069804,Least Developed,35.65200126,41.73384087,3B,0.497716,1524.39,Africa,LM,-6.081839603,1990,1993,C,3.092430859,42.49,13.74,43.77,50.05,2012,2008,C,1.614136732,27.86,17.26,54.88,37.48,-1.478294127,0.522226883,0.096010062,0.147579819,0.002061884,0.04854175,0.228033368,0.513640626,0.077613186,0.169616951,0.000822057,0.059991906,0.205596526,0.621247274,0.113533116,0.137248251,0.003147424,0.061428523,0.30588996,0.499519511,0.005298398,0.286777096,0.000366317,0.094825494,0.112252207,0.544934255,0.186721725,0.008382542,0.003757452,0.002258006,0.34381453,0.577797291,0.003251781,0.325766889,6.09E-05,0.117109574,0.131608154,0.449483961,0.151974591,0.013467013,0.00158322,0.002874238,0.279584898,0.524545522,0.006706477,0.259982954,0.00012249,0.119873227,0.137860374,0.717949025,0.220359754,0.014513547,0.006172359,0.00298382,0.473919545,0.099020391,0.008586257,0.017523054,0.018396876,-0.010331568,-0.022037132,0.00108554,0.001239827,0.012886774,-0.011450156,0.077856592,0.022436842,1.368706804,0.777926735,1.090916857
Mexico,0.00665561,25.0778,173.693,15.8703,0.00338371,75.5484,11.2858,1.738976,Rest of World,47.36966793,47.18501063,5,0.754167,10123.9,Latin America,UM,0.184657298,1990,1989,I,4.052973978,43.61,10.76,45.64,54.34,2012,2012,I,3.091410559,39.23,12.69,48.09,49.36,-0.961563419,1.085649794,0.161733227,0.047593151,0.043722407,0.009897825,0.822703184,0.379756636,0.093481247,0.031789706,0.020733073,0.006641028,0.227111583,1.008315491,0.169317684,0.04915603,0.063295224,0.012034136,0.714512417,0.720860535,0.047112038,0.019117078,0.008677257,0.011809632,0.634144529,1.450439053,0.276354416,0.076069223,0.078767557,0.007986018,1.01126184,0.276613607,0.035795104,0.024031846,0.005777061,0.008138713,0.202870885,0.482899666,0.15116739,0.039547566,0.035689085,0.005143343,0.251352282,0.634596843,0.067410575,0.031876082,0.007330834,0.011896976,0.516082377,1.382034138,0.271224792,0.066435979,0.119259615,0.012171296,0.912942456,-0.077334303,0.705893157,0.007584457,0.06825198,0.00156288,0.015803445,0.019572817,0.022989334,0.002136311,0.003256797,-0.108190768,0.595591601,2.177814392,1.745755279,2.012093856
Moldova,0.00717676,-11.6087,145.977,11.978,0.00114972,77.6956,10.0095,9.49697,Rest of World,39.84434812,26.46017723,5,0.683157,1971.03,Other Europe,LM,13.38417089,1990,1992,I,1.36673774,25.64,18.76,55.6,34.32,2012,2012,C,1.063513514,23.61,22.2,54.2,29.16,-0.303224226,0.365156747,0.132036285,0.030147391,0.02507893,0.01534178,0.162552358,0.29792184,0.108063944,0.021393529,0.012371478,0.003204386,0.152888503,0.548579004,0.184877242,0.03026867,0.043610749,0.027507385,0.262314959,0.309128469,0.207483661,0.02451427,0.005220067,0.0003159,0.071594566,0.421185025,0.05658891,0.035780512,0.044937793,0.03036766,0.253510151,0.297224142,0.134618567,0.019851621,0.0032803,0.000333994,0.139139659,0.298619539,0.081509321,0.022935437,0.021462655,0.006074778,0.166637348,0.427746433,0.282495897,0.0167237,0.006653058,1.99E-05,0.12185392,0.669411575,0.087258587,0.04381364,0.080568439,0.054994912,0.402775997,0.183422257,0.067234907,0.052840957,0.023972341,0.000121279,0.008753862,0.018531819,0.012707452,0.012165604,0.012137394,0.0997626,0.009663855,1.564972898,1.004694763,1.36249187
Mongolia,0.00101385,-107.467,88.8067,15.0103,0.000810514,3.76856,1.3944,0.001036308,Rest of World,33.85656998,34.32225479,3B,0.713926,3736.07,Asia-Pacific,LM,-0.465684809,1990,1995,C,1.285935085,24.96,19.41,55.66,33.2,2012,2012,C,1.33622449,26.19,19.6,54.21,33.75,0.050289405,0.476047005,0.053528194,0.271107533,0.015203092,0.000586154,0.135622032,0.669163578,0.045786343,0.534116154,0.005450378,0.001194238,0.082616464,0.601374425,0.071088209,0.234163021,0.012584894,0.00147089,0.282067411,0.684469454,0.004778377,0.540127203,0.021590711,0.000473183,0.117499981,0.267624555,0.102278012,0.002087864,0.008815473,0.000699124,0.153744082,1.212596351,0.041591554,1.060952434,0.009851895,0.000149276,0.100051188,0.125730806,0.049981132,0.007279873,0.001048861,0.0022392,0.06518174,0.648449986,0.008985575,0.46471874,0.000692904,0.000429948,0.173622818,0.554298864,0.133190843,0.003607303,0.024476884,0.002511832,0.390512003,0.12532742,-0.193116574,0.017560015,0.007741851,-0.036944512,-0.26300862,-0.002618198,0.009752715,0.000884736,-0.000608085,0.146445379,0.053005567,0.854805885,0.103687271,0.390995615
Morocco,0.00209847,-72.1964,47.8769,19.6958,0.00548547,127.643,4.18734,3.827406,Rest of World,38.73791115,36.71059018,5,0.623427,3149.43,Africa,LM,2.027320965,1990,1990.5,C,1.791421857,30.49,17.02,52.48,39.2,2012,2007,C,1.942488263,33.1,17.04,49.86,40.72,0.151066406,0.43346671,0.120268853,0.007505968,0.032148981,0.015871873,0.257671035,0.335791193,0.078821616,0.011120198,0.025313714,0.013123466,0.207412199,0.566319346,0.144245982,0.009086992,0.040066039,0.02421139,0.348708943,0.346452827,0.020029885,0.001492349,0.015244458,0.026609192,0.283076942,0.520480593,0.220507822,0.013519587,0.049053504,0.005134553,0.232265127,0.307969448,0.016363228,0.000153379,0.012466044,0.024554389,0.254432409,0.363612938,0.141280005,0.022087018,0.038161384,0.001692542,0.16039199,0.404063793,0.024518747,0.004108508,0.012858248,0.037545345,0.325032944,0.728574899,0.263973216,0.014065476,0.06727383,0.010877435,0.372384942,0.132852636,0.097675517,0.023977128,0.041447237,0.001581024,-0.003614231,0.007917058,0.006835267,0.008339517,0.002748407,0.091037909,0.050258835,1.803118497,1.180678606,1.502313022
Namibia,0.00160261,-99.5184,39.8663,19.0318,0.00040744,4.35131,1.92838,0.002324322,Rest of World,63.88562329,65.18564725,3L,0.619775,5880.8,Africa,UM,-1.300023961,1990,2003.67,C,6.545997611,54.79,8.37,36.84,63.32,2012,2009.54,C,5.76,51.84,9,39.16,60.97,-0.785997611,2.217626476,0.122085037,0.66395103,0.013611103,1.060180612,0.357798693,2.333515686,0.104384412,0.992338177,0,0.938123761,0.298669336,2.319400382,0.100415725,0.445583808,0.042811635,0.976085385,0.754503829,3.507630263,0.044150328,1.252271223,0.007702006,1.971606849,0.231899857,0.927622689,0.200019746,0.075630838,0.019520199,0.148754376,0.48369753,3.953665598,0.036894833,1.909314094,0,1.81448851,0.192968161,0.713365774,0.171873991,0.07536226,0,0.061759012,0.404370511,3.331167579,0.037731123,0.857503792,0.031773241,1.871306207,0.532853216,1.307633184,0.163100328,0.033663823,0.053850029,0.080864563,0.976154442,0.101773906,-0.11588921,-0.021669312,0.017700625,-0.218367223,-0.328387147,0.029200532,0.013611103,-0.084095227,0.122056851,0.396705136,0.059129357,0.392545002,0.18043149,0.264458515
Nepal,0.00314968,158.731,137.249,14.9011,0.101183,448.013,31.0744,6.076889,Least Developed,42.525534,38.48100426,6,0.539963,700.069,Asia-Pacific,LI,4.044529747,1990,1984.5,I,1.135454545,24.98,22,53.02,30.06,2012,2010.17,C,1.28515625,26.32,20.48,53.2,32.75,0.149701705,0.072500399,0.017731937,0.019424884,0.000755287,5.22E-05,0.034536089,0.066106619,0.015653186,0.020313023,0.000344825,5.80E-05,0.0297376,0.08890652,0.025917727,0.010784106,0.001973282,0.000592867,0.049638532,0.018507474,0.014242062,0.00038219,0.000437861,5.66E-06,0.003439702,0.126493324,0.021221811,0.038467578,0.001072713,9.87E-05,0.065632475,0.019603084,0.016282855,0.001244912,8.41E-05,1.63E-05,0.001974882,0.112610154,0.015023517,0.039381135,0.000605549,9.96E-05,0.057500318,0.015140712,0.009203691,0.000533448,0.000395685,1.01E-06,0.005006864,0.162672329,0.042631763,0.021034764,0.00355088,0.001184722,0.0942702,0.016406121,0.00639378,0.008185791,0.002078751,-0.008640778,-0.000888139,0.001217995,0.000410462,0.000540667,-5.79E-06,0.015102443,0.004798489,10.74403428,5.7445121,6.834715653
Netherlands,0.064858,165.376,220.538,15.1038,0.00114647,259.288,119.473,2.730018,Most Developed,24.87565214,25.28866033,6,0.920454,53589.9,EU-27,HI,-0.413008186,1990,2004,I,1.127950897,23.89,21.18,54.93,30.74,2012,2012,I,0.989912281,22.57,22.8,54.62,27.99,-0.138038616,9.053417806,2.230574357,0.281272395,0.823655426,0.300765584,5.417150044,8.142097378,2.621034258,0.297648174,0.620912085,0.286087517,4.316415343,12.09771532,2.929310001,0.37307231,0.934388118,0.355296361,7.505648535,8.45402341,1.910256467,0.106632088,0.592761861,0.319125365,5.52524763,9.652812203,2.550892248,0.455912701,1.054548992,0.282405804,5.309052459,7.508248103,2.309618132,0.127568571,0.404503541,0.310397067,4.356160792,8.775946652,2.932450384,0.467727776,0.83732063,0.261777967,4.276669895,11.55687618,2.689371862,0.118485588,0.733572427,0.344569657,7.670876652,12.63855446,3.16924814,0.627659033,1.135203809,0.366023065,7.340420417,3.044297518,0.911320429,0.698735644,-0.3904599,0.091799916,-0.016375779,0.110732691,0.202743341,0.054530776,0.014678067,2.08849849,1.100734701,1.093596078,1.168840791,1.141800979
Nicaragua,0.00573134,-4.42962,209.49,18.0189,0.00552482,41.5379,18.21,1.103351,Rest of World,50.88563965,52.15516552,5,0.625457,1626.85,Latin America,LM,-1.269525871,1990,1993,I,5.177022274,44.16,8.53,47.3,57.36,2012,2009,I,2.531654676,35.19,13.9,50.91,45.73,-2.645367598,0.332241475,0.09725695,0.101596308,0.012903355,0.011537251,0.10894761,0.213097626,0.074527658,0.065135249,0.006414929,0.002401011,0.064618779,0.53404871,0.13978261,0.182339736,0.01180556,0.02718145,0.172939354,0.37310938,0.108289287,0.195546541,0.013062883,0.019178514,0.037032155,0.29137357,0.086224614,0.007646075,0.012743827,0.003895988,0.180863066,0.226419654,0.078119329,0.124066773,0.002304567,0.003092862,0.018836123,0.199775597,0.070935986,0.006203726,0.01052529,0.00170916,0.110401436,0.658042141,0.166789616,0.358287841,0.005307973,0.048646291,0.079010422,0.410055279,0.112775605,0.006391632,0.018303147,0.005716609,0.266868287,0.201807236,0.119143849,0.04252566,0.022729293,0.080743428,0.036461059,-0.001097795,0.006488426,0.015644198,0.00913624,0.063991744,0.044328831,0.623144406,0.88232445,0.780933382
