Country,AQ,CSEQ,CSTORE,REC,WQ,WA,LIVE,CROP,Dev,avg_gini9505,avg_gini8595,Data.Quality,HDI,Per.Capita.GDP,Region,Income.Group,gini_change,Approximate.year_90,Survey.year_90,Survey.type_90,Palma.ratio_90,Share.of.richest.10._90,Share.of.poorest.40._90,Share.of..middle..50._90,Gini.index_90,Approximate.year_2012,Survey.year_2012,Survey.type_2012,Palma.ratio_2012,Share.of.richest.10._2012,Share.of.poorest.40._2012,Share.of..middle..50._2012,Gini.index_2012,palma_change,total_EF9505,crop_EF9505,grazing_EF9505,forest_EF9505,fishing_EF9505,carbon_EF9505,total_EF8595,crop_EF8595,grazing_EF8595,forest_EF8595,fishing_EF8595,carbon_EF8595,total_EF0515,crop_EF0515,grazing_EF0515,forest_EF0515,fishing_EF0515,carbon_EF0515,EFExportsPerCap_total_EF9505,EFExportsPerCap_crop_EF9505,EFExportsPerCap_grazing_EF9505,EFExportsPerCap_forest_EF9505,EFExportsPerCap_fishing_EF9505,EFExportsPerCap_carbon_EF9505,EFImportsPerCap_total_EF9505,EFImportsPerCap_crop_EF9505,EFImportsPerCap_grazing_EF9505,EFImportsPerCap_forest_EF9505,EFImportsPerCap_fishing_EF9505,EFImportsPerCap_carbon_EF9505,EFExportsPerCap_total_EF8595,EFExportsPerCap_crop_EF8595,EFExportsPerCap_grazing_EF8595,EFExportsPerCap_forest_EF8595,EFExportsPerCap_fishing_EF8595,EFExportsPerCap_carbon_EF8595,EFImportsPerCap_total_EF8595,EFImportsPerCap_crop_EF8595,EFImportsPerCap_grazing_EF8595,EFImportsPerCap_forest_EF8595,EFImportsPerCap_fishing_EF8595,EFImportsPerCap_carbon_EF8595,EFExportsPerCap_total_EF0515,EFExportsPerCap_crop_EF0515,EFExportsPerCap_grazing_EF0515,EFExportsPerCap_forest_EF0515,EFExportsPerCap_fishing_EF0515,EFExportsPerCap_carbon_EF0515,EFImportsPerCap_total_EF0515,EFImportsPerCap_crop_EF0515,EFImportsPerCap_grazing_EF0515,EFImportsPerCap_forest_EF0515,EFImportsPerCap_fishing_EF0515,EFImportsPerCap_carbon_EF0515,EF_change05.95,EF_change95.85,EF_cropchange05.95,EF_cropchange95.85,EF_grazingchange05.95,EF_grazingchange95.85,EF_forestchange05.95,EF_forestchange95.85,EF_fishingchange05.95,EF_fishingchange95.85,EF_carbonchange05.95,EF_carbonchange95.85,ImpExp_EFratio0515,ImpExp_EFratio8595,ImpExp_EFratio9505
Switzerland,0.0129191,112.317,127.764,14.5462,0.0429749,400.054,29.965,0.444324,Most Developed,27.54373969,29.82003896,6,0.92696,88506.2,Other Europe,HI,-2.276299267,1990,2007,I,1.385610766,26.77,19.32,53.93,34.47,2012,2012,I,1.204042348,25.02,20.78,54.19,31.64,-0.181568418,3.416287011,0.277039435,0.057511868,0.788696076,0.030827158,2.262212473,2.815217908,0.26804109,0.07306055,0.574206497,0.044881629,1.855028142,3.784123448,0.327197564,0.069447189,0.604209605,0.033702209,2.749566881,2.11884996,0.064691237,0.018568702,0.811435214,0.000573362,1.223581446,4.713724061,0.489387633,0.096455035,0.765956939,0.061080954,3.300843501,1.43750137,0.05541308,0.025943898,0.478623221,0.000892236,0.876628935,4.192934446,0.480669099,0.120177201,0.669789774,0.088871023,2.833427349,2.187958124,0.092479729,0.017943657,0.564815162,0.001721078,1.510998499,5.380288771,0.561915399,0.120950721,0.643604048,0.065683339,3.988135263,0.367836437,0.601069103,0.050158129,0.008998346,0.011935321,-0.015548681,-0.184486471,0.214489579,0.002875051,-0.014054471,0.487354408,0.407184331,2.459045587,2.916821183,2.224661562
Tajikistan,0.00191322,-143.221,40.8126,14.1023,0.0141193,71.3265,6.84584,0.2163349,Rest of World,37.1807773,28.09325763,5,0.617036,836.173,Middle East/Central Asia,LI,9.08751967,1990,1999,C,1.072084481,23.35,21.78,54.87,29.54,2012,2009,C,1.144686907,24.13,21.08,54.78,30.77,0.072602426,0.223835998,0.08762504,0.024943676,0.003209933,0.000230615,0.107826735,0.324911633,0.148961804,0.031348557,2.69E-05,9.26E-05,0.144481781,0.185074235,0.10629225,0.002184211,0.016606441,0.000837194,0.059154136,0.107932576,0.062616274,0.00696621,4.08E-05,0,0.038309304,0.33973942,0.112633805,0.042921142,0.006379076,0.00046123,0.177344166,0.12227737,0.044373947,0.016775577,8.79E-06,0,0.061119051,0.527545896,0.253549661,0.045921536,4.50E-05,0.000185176,0.22784451,0.063099538,0.04183377,0.001550638,3.26E-05,0,0.019682519,0.307048931,0.170750729,0.002817783,0.033180277,0.001674388,0.098625753,-0.038761763,-0.101075635,0.01866721,-0.061336764,-0.022759466,-0.00640488,0.013396509,0.003183032,0.000606579,0.000138027,-0.048672599,-0.036655046,4.866104237,4.314337955,3.147700481
Thailand,0.0125451,-78.9746,118.893,14.2944,0.0148479,121.532,10.0082,11.915098,Rest of World,39.99812379,42.63184935,6,0.723498,5479.29,Asia-Pacific,UM,-2.633725552,1990,1990,C,2.420772304,36.36,15.02,48.63,45.26,2012,2012,C,1.780573435,30.43,17.09,52.48,39.26,-0.640198869,0.816359095,0.165530579,0.014394669,0.066595696,0.113355188,0.456482963,0.490591552,0.131394506,0.011452585,0.035564103,0.070951402,0.241228956,1.203287096,0.215794374,0.00688685,0.092024909,0.161681261,0.726899702,0.868331218,0.225517443,0.000908717,0.068802382,0.127856162,0.445246511,0.764386973,0.105543715,0.02788062,0.06438901,0.098854214,0.467719414,0.492962491,0.212971514,0.000214459,0.008611031,0.080093391,0.191072095,0.488220613,0.049817498,0.02269071,0.062517176,0.061809413,0.291385817,1.271436076,0.291894207,0.000332715,0.111100215,0.165802508,0.702306432,1.135138115,0.139694541,0.013440985,0.072949602,0.157560014,0.751492972,0.386928001,0.325767543,0.050263795,0.034136074,-0.007507819,0.002942084,0.025429213,0.031031592,0.048326073,0.042403786,0.27041674,0.215254007,0.892799989,0.990380855,0.880294244
Tunisia,0.0018389,-76.5821,47.0102,14.1506,0.00141478,132.45,5.49069,3.75907,Rest of World,38.04877794,38.25351717,5,0.71864,4305.07,Africa,UM,-0.204739229,1990,1990,C,1.885135135,30.69,16.28,53.04,40.24,2012,2010.4,C,1.474631751,27.03,18.33,54.65,35.81,-0.410503384,0.71137587,0.222555592,0.008148887,0.046433988,0.010917336,0.423320067,0.576802532,0.187731777,0.020047246,0.033769858,0.005740744,0.329512906,0.893290307,0.272889328,0.009150459,0.072547719,0.020942867,0.517759934,0.489737269,0.096460252,0.001103506,0.004716524,0.009689191,0.377767796,0.933014471,0.348650931,0.015194267,0.088151453,0.012145481,0.468872339,0.428313753,0.091294269,0.001660988,0.000771318,0.009076644,0.325510534,0.725291311,0.284169286,0.038433505,0.066768397,0.002404845,0.333515279,0.591418652,0.150199316,0.002864812,0.009485023,0.013573067,0.415296434,1.195161961,0.395579339,0.015436105,0.135610416,0.028312667,0.620223435,0.181914437,0.134573338,0.050333736,0.034823815,0.001001572,-0.01189836,0.026113731,0.012664131,0.010025531,0.005176592,0.094439867,0.093807161,2.020839141,1.693364516,1.905132671
Turkey,0.00651453,-103.542,87.0356,12.9623,0.00661675,113.498,10.7404,4.57694,Rest of World,41.64521244,42.90487496,5,0.75628,10437.7,Middle East/Central Asia,UM,-1.259662518,1990,1987,C,2.236155315,35.13,15.71,49.16,43.48,2012,2012,C,1.866585067,30.5,16.34,53.17,40.17,-0.369570248,0.605755312,0.119462862,0.026433184,0.045543198,0.005502511,0.408813556,0.36576474,0.094275346,0.029735697,0.019975392,0.003294711,0.218483596,1.023289819,0.179722235,0.027512612,0.089658783,0.009455174,0.716941016,0.416724267,0.098771737,0.008129309,0.008935132,0.003361605,0.297526483,0.794786356,0.140153987,0.044737059,0.082151264,0.007643417,0.520100629,0.262914342,0.108970213,0.004020449,0.003980785,0.003033755,0.14290914,0.468615138,0.079580478,0.055450944,0.035969998,0.003555666,0.294058052,0.717371366,0.121514493,0.009539447,0.023596881,0.005890754,0.556829792,1.329208271,0.237929976,0.045485777,0.155720684,0.013019593,0.87705224,0.417534507,0.239990571,0.060259372,0.025187517,0.001079428,-0.003302513,0.044115585,0.025567806,0.003952663,0.002207801,0.30812746,0.19032996,1.852887268,1.782387125,1.907223598
Turkmenistan,0.0018817,-197.526,27.6236,14.2342,0.000446593,4.67194,4.09562,0.1729367,Rest of World,39.67555441,26.68709855,6,0.677043,5290.14,Middle East/Central Asia,LM,12.98845587,1990,1988,I,0.919320594,21.65,23.55,54.82,26.39,2012,1998,C,1.947820749,31.73,16.29,51.99,40.77,1.028500155,0.173690199,0.072872986,0.041630811,0.00233769,0.000408034,0.056440681,0.470924817,0.256901952,0.070648494,0.000143993,0.000429715,0.142800655,0.191114762,0.07376541,0.03852997,0.010612271,0.000898023,0.067309097,0.264980438,0.09822335,0.064184889,0.000169721,0.00030322,0.102099265,0.082399959,0.047522622,0.019076733,0.004505659,0.000512848,0.010782096,0.55545364,0.280304008,0.053299103,9.76E-06,0.000258625,0.221582134,0.386395993,0.233499897,0.087997885,0.000278226,0.000600804,0.064019176,0.261300273,0.054341191,0.072163223,0.000154438,2.32E-05,0.134618194,0.12092925,0.093189628,0.004896716,0.021070104,0.001772802,0,0.017424563,-0.297234618,0.000892424,-0.184028966,-0.003100842,-0.029017683,0.008274581,0.002193697,0.000489988,-2.17E-05,0.010868416,-0.086359974,0.462798025,0.6956404,0.310966195
Uganda,0.00757447,-29.5507,124.774,16.1657,0.0195048,149.708,19.647,5.37094,Least Developed,39.40742869,38.30743009,6,0.476009,601.354,Africa,LI,1.099998602,1990,1989,C,2.369901547,33.7,14.22,52.07,44.36,2012,2012.45,C,2.099071207,33.9,16.15,49.95,42.37,-0.27083034,0.051294619,0.026340572,0.001138577,0.001351995,0.006792548,0.015670922,0.03822824,0.024263241,0.000797943,0.000204747,0.002370861,0.010591439,0.080802718,0.031916429,0.000964802,0.002880551,0.005392811,0.039648125,0.060371248,0.036752915,0.002182874,6.54E-05,0.013523561,0.007846457,0.04221799,0.015928229,9.43E-05,0.002638547,6.15E-05,0.023495388,0.054519905,0.041910382,0.001015838,5.07E-06,0.004714041,0.00687457,0.021936575,0.0066161,0.000580048,0.000404421,2.77E-05,0.014308307,0.067673522,0.0375203,0.001716801,0.000467601,0.010630233,0.017338587,0.093931913,0.026312557,0.000212803,0.0052935,0.000155389,0.061957663,0.029508098,0.01306638,0.005575857,0.002077331,-0.000173775,0.000340634,0.001528556,0.001147248,-0.001399737,0.004421688,0.023977203,0.005079484,1.388015726,0.402359006,0.699306233
Ukraine,0.0100209,23.608,150.268,13.345,0.0037216,70.29,9.00345,9.42408,Rest of World,31.21161785,25.49107396,5,0.743114,3589.63,Other Europe,LM,5.720543898,1990,1992,I,1.084137931,23.58,21.75,54.66,29.71,2012,2012,C,0.846718304,20.77,24.53,54.69,24.74,-0.237419627,0.627085886,0.1468407,0.012282191,0.037744332,0.027254691,0.402963972,0.327871446,0.078490068,0.009710838,0.001498866,0.018701009,0.219470665,1.056592174,0.350903737,0.006055457,0.080668871,0.034529675,0.584434433,0.88278843,0.252751977,0.017675896,0.040213537,0.007675504,0.564471515,0.371383342,0.040929423,0.006888485,0.035275127,0.046833877,0.241456429,0.422902016,0.111473035,0.012868617,0.000822361,0.009607034,0.288130971,0.232840875,0.045507101,0.006553059,0.002175371,0.027794984,0.15081036,1.467027609,0.642607209,0.001699502,0.093414272,0.004812259,0.724494367,0.646156739,0.059200265,0.010411412,0.067923471,0.064247091,0.444374499,0.429506288,0.29921444,0.204063037,0.068350632,-0.006226734,0.002571353,0.042924539,0.036245467,0.007274984,0.008553682,0.181470462,0.183493306,0.440453019,0.550578778,0.420693486
United Kingdom,0.0292619,176.893,224.818,13.9257,0.006529,251.222,37.936,2.879923,Most Developed,34.24326952,32.87069788,6,0.90139,40980.5,EU-27,HI,1.372571646,1990,2004,I,1.51827605,27.83,18.33,53.85,36.22,2012,2012,I,1.245454545,24.66,19.8,55.55,32.57,-0.272821505,2.262247167,0.296864444,0.153930039,0.326368441,0.096113449,1.388970794,1.875432629,0.323869937,0.182532216,0.292971119,0.086428695,0.989630662,2.381135335,0.317887235,0.139861483,0.278914496,0.091445573,1.553026547,1.500496273,0.192770957,0.055271305,0.084304282,0.094305319,1.07384441,3.023998061,0.400957932,0.252588773,0.5684326,0.097921579,1.704097178,1.234444045,0.223651853,0.072460429,0.055552845,0.079473701,0.803305217,2.516421212,0.424088021,0.292604003,0.530389393,0.093383689,1.175956107,1.510341806,0.194909638,0.049961187,0.061826724,0.083999478,1.119644781,3.251928863,0.440864833,0.229761779,0.496002269,0.098891669,1.986408313,0.118888168,0.386814538,0.021022791,-0.027005493,-0.014068556,-0.028602177,-0.047453945,0.033397322,-0.004667876,0.009684754,0.164055753,0.399340132,2.153107892,2.038505692,2.015331938
Uruguay,0.00744663,169.665,187.102,13.8909,0.00256152,17.6328,47.2213,0.368971,Rest of World,40.79886648,39.85171779,3B,0.787632,14238.1,Latin America,UM,0.947148689,1990,1989,I,2.112057667,32.23,15.26,52.51,42.37,2012,2013,I,2.049668874,30.95,15.1,53.95,41.87,-0.062388793,2.460565759,0.301862407,1.410259704,0.176134076,0.15001744,0.422292133,1.683889125,0.15794508,1.027298621,0.041816787,0.172880466,0.283948171,4.17016083,0.715132444,1.980891849,0.553197932,0.164396687,0.756541919,3.925115014,0.454385086,2.576054947,0.268014452,0.278454252,0.348206277,0.996016505,0.149339729,0.24446446,0.084253701,0.021580627,0.496377989,2.771942443,0.222472429,1.96482854,0.039465598,0.337908132,0.207267743,0.595835807,0.09341773,0.089768701,0.044167976,0.007852801,0.360628599,6.817473702,1.212074405,3.613924487,1.002135013,0.262861584,0.726478213,1.522847959,0.218190482,0.347859211,0.104260851,0.065931791,0.786605624,1.709595071,0.776676634,0.413270036,0.143917327,0.570632146,0.382961083,0.377063855,0.134317289,0.014379248,-0.022863027,0.334249786,0.138343962,0.223374233,0.214952446,0.253754731
Uzbekistan,0.00307691,-159.072,33.4194,13.914,0.004934,47.7125,10.8719,0.834564,Rest of World,34.11643745,27.2754766,6,0.66754,1560.85,Middle East/Central Asia,LM,6.840960854,1990,1988,I,0.854858549,20.85,24.39,54.78,24.95,2012,2003,C,1.457304527,28.33,19.44,52.22,35.27,0.602445978,0.220582056,0.08653534,0.019210909,0.006275844,0.000254322,0.108305636,0.335249481,0.159428447,0.027867101,0.000189405,0.00029079,0.147473727,0.205417532,0.06574917,0.001177416,0.03885998,0.000592745,0.099038229,0.214192829,0.114595916,0.004394644,0.000225303,3.77E-05,0.09493922,0.226971283,0.058474764,0.034027175,0.012326386,0.000470906,0.121672052,0.284508095,0.142250826,0.001693984,1.97E-06,0.000113443,0.140447852,0.385990868,0.176606069,0.054040219,0.000376843,0.000468137,0.154499602,0.148914951,0.061904336,0.000308039,0.000718194,0.000102689,0.085881706,0.261920113,0.069594004,0.002046792,0.077001766,0.0010828,0.112194751,-0.015164524,-0.114667425,-0.02078617,-0.072893107,-0.018033494,-0.008656192,0.032584135,0.00608644,0.000338423,-3.65E-05,-0.009267407,-0.039168091,1.758857056,1.356695555,1.059658647
Zambia,0.004639,251.768,187.683,17.8734,0.0038173,19.0587,2.46885,0.0420277,Least Developed,48.68601297,49.98477261,6,0.575617,1740.64,Africa,LM,-1.298759647,1990,1991,C,8.130681818,42.93,5.28,51.8,60.51,2012,2010,C,4.279091769,45.23,10.57,44.2,55.62,-3.851590049,0.070464882,0.02231671,0.001072796,0.002110702,0.001246634,0.04371804,0.056060034,0.01346834,0.000652097,0.001694031,0.000659283,0.039586288,0.120333643,0.027668676,0.001606506,0.004187991,0.001986872,0.084883599,0.031876346,0.017943756,0.000747001,0.000490964,0.000134957,0.012559669,0.109053418,0.026689664,0.001398591,0.003730441,0.002358311,0.074876411,0.026414844,0.003517212,0.000403639,0.0001899,0.000120087,0.022184011,0.085705225,0.023419467,0.000900555,0.003198161,0.00119848,0.056988564,0.066877732,0.036675747,0.000939641,0.001471989,0.000135769,0.027654589,0.173789555,0.018661606,0.002273372,0.006903993,0.003837975,0.14211261,0.049868762,0.014404847,0.005351966,0.008848371,0.00053371,0.0004207,0.002077289,0.000416672,0.000740238,0.000587351,0.04116556,0.004131752,2.598616157,3.244585677,3.421139256
